Ciudad;Año;Mes;Casos_Asma;Casos_Bronquitis;Casos_Neumonia;Casos_EPOC;Urgencias_Respiratorias;Hospitalizaciones;Mortalidad_Respiratoria;Edad_Promedio_Pacientes;Costo_Promedio_Paciente
Santa Marta;2016;11;10;13;7;10;27;14;5;49.061.828.594.584.300;7.100.557.895.216.710
Santa Marta;2020;3;15;11;5;6;18;14;3;3.867.028.630.681.530;6.858.823.531.149.910
Cali;2019;10;15;17;13;12;37;16;1;2.708.349.176.994.830;5.062.432.294.834.650
Bucaramanga;2016;12;20;13;8;6;25;11;2;35.781.951.794.257.300;9.027.708.229.062.260
Bogotá;2019;8;19;16;12;10;35;14;6;52.934.894.877.836;3.601.729.975.456.350
Barranquilla;2018;3;17;10;11;7;19;12;3;6.158.642.604.305.490;3.402.411.178.061.270
Cúcuta;2020;2;15;16;14;9;37;12;1;4.748.534.821.102.710;5.348.725.054.053.190
Medellín;2015;7;19;17;9;8;30;10;4;356.636.413.337.295;44.453.522.474.167.200
Medellín;2017;12;19;17;14;10;41;10;3;19.001.862.981.468.000;4.873.007.640.585.470
Medellín;2019;12;26;15;5;8;21;9;3;8.905.229.947.193.030;5.854.308.964.099.250
Santa Marta;2022;3;16;18;12;8;25;19;1;51.505.711.274.899.300;6.184.848.330.358.420
Santa Marta;2016;8;20;9;10;10;37;11;1;24.850.045.887.910.600;6.914.635.104.233.430
Manizales;2022;4;26;15;10;11;29;12;1;32.920.362.620.923.400;41.611.842.413.522.100
Manizales;2022;6;22;18;11;12;29;13;3;4.235.151.188.355.790;3.379.530.123.720.000
Bucaramanga;2020;11;19;13;17;10;22;11;3;4.039.818.029.486.110;5.516.424.965.869.930
Medellín;2019;12;22;17;6;9;34;11;3;5.686.052.980.916.280;5.756.334.315.654.700
Cartagena;2021;8;15;13;7;6;37;10;3;28.531.427.308.641.300;4.914.606.089.631.750
Bucaramanga;2020;4;17;9;11;6;30;11;3;2.334.019.635.144.620;4.464.562.576.049.330
Bucaramanga;2023;5;21;16;9;6;34;10;2;45.603.811.981.748.400;7.133.825.409.574.510
Santa Marta;2016;3;16;12;10;12;26;9;3;6.702.813.159.617.420;7.799.929.571.358.400
Bucaramanga;2020;4;21;18;9;6;28;15;2;3.389.179.937.910.430;4.801.936.246.367.600
Bucaramanga;2021;10;10;13;5;9;27;13;1;15.795.282.918.778.200;42.211.943.565.124.200
Bogotá;2015;8;18;10;5;11;27;8;2;4.187.723.922.452.620;641.200.853.288.542
Barranquilla;2023;7;20;15;9;12;30;15;1;544.248.659.988.868;3.774.444.211.062.700
Bogotá;2022;6;23;18;13;4;27;12;1;514.037.012.218.159;100000.0
Cali;2019;5;15;14;10;10;40;7;2;31.285.792.511.258;3.126.894.324.273.770
Medellín;2019;9;15;16;8;12;32;16;3;10.747.008.122.162.800;7.729.870.580.897.780
Medellín;2023;12;23;23;8;8;26;7;1;595.860.674.874.979;4.751.734.068.302.130
Bucaramanga;2016;4;13;11;9;3;28;14;1;4.587.254.251.735.350;7.374.464.954.880.250
Bogotá;2020;3;20;18;8;3;37;12;2;4.297.144.573.124.250;1.869.911.985.557.330
Barranquilla;2018;11;17;17;14;4;40;11;1;3.400.113.279.353.330;5.320.414.420.394.810
Cúcuta;2018;6;20;16;13;11;31;13;0;6.209.441.007.977.230;2.937.303.574.505.610
Cali;2022;2;18;22;13;6;27;12;2;3.619.591.523.277.120;24.685.338.268.309.600
Pereira;2017;9;24;17;6;9;29;10;2;5.341.272.145.153.800;6.310.647.038.899.930
Cúcuta;2022;6;20;12;7;4;27;12;2;4.443.460.268.365.190;8.490.309.062.169.840
Medellín;2024;3;20;14;16;7;29;10;2;4.820.420.350.535.910;18.404.202.194.618.600
Cartagena;2019;2;32;20;11;10;29;11;2;37.348.169.173.086.200;31.435.595.070.942.200
Bucaramanga;2016;9;21;14;12;7;26;13;2;3.305.494.831.456.380;41.642.399.764.613.000
Cartagena;2019;10;15;12;6;7;29;12;0;28.606.495.965.370.300;48.013.635.872.295.300
Bucaramanga;2018;3;22;9;7;11;34;11;3;4.516.936.965.581.390;42.786.429.288.359.500
Cartagena;2023;6;23;20;3;9;44;11;2;6.172.283.005.950.740;100000.0
Manizales;2020;9;15;23;11;5;37;19;3;4.568.456.097.618.370;37.942.712.703.778.100
Cartagena;2017;3;21;22;9;2;30;14;1;5.683.499.499.695.130;5.454.350.907.029.420
Cartagena;2016;12;16;17;10;8;30;10;1;5.194.709.051.527.200;1.103.690.531.502.080
Manizales;2021;9;26;22;12;8;19;11;4;4.803.189.801.448.850;17.805.003.887.027.400
Cali;2015;2;15;13;7;9;34;11;1;15.347.102.005.586.100;46.902.642.698.721.400
Santa Marta;2019;4;18;14;9;4;25;14;2;5.012.354.692.446.220;8.066.942.884.319.100
Manizales;2019;10;10;19;11;7;25;14;1;3.319.400.513.507.640;6.108.238.446.678.700
Pereira;2018;3;13;16;10;5;30;12;2;3.409.195.356.055.450;572.972.535.567.946
Cartagena;2017;7;21;15;11;12;38;19;1;3.589.499.449.667.430;6.424.976.518.880.370
Barranquilla;2023;11;22;12;9;5;25;14;5;5.558.024.328.078.590;3.850.763.881.540.910
Medellín;2018;4;15;12;10;12;25;16;2;25.206.697.676.508.000;50.265.008.321.644.800
Cartagena;2023;4;20;14;10;4;34;12;0;11.822.059.268.594.100;9.260.653.943.585.460
Bucaramanga;2021;1;22;19;13;4;33;10;1;18.256.981.944.731.100;4.868.697.291.061.750
Cúcuta;2023;10;13;12;7;9;30;9;2;15.412.580.603.221.600;6.410.558.535.168.280
Bucaramanga;2016;3;18;18;6;13;26;8;4;17.842.369.563.763.400;7.661.312.976.622.720
Bucaramanga;2016;5;19;19;11;6;31;14;3;5.756.592.520.609.200;4.121.633.086.755.890
Bucaramanga;2022;5;22;13;11;8;36;16;1;3.520.737.236.493.310;51.665.723.019.373.200
Pereira;2023;4;14;10;7;4;29;10;4;2.633.830.349.331.200;5.138.172.478.015.110
Bucaramanga;2016;7;26;12;9;10;24;11;2;6.120.968.721.852.470;4.640.294.338.385.990
Bogotá;2020;10;21;15;13;6;26;10;0;7.962.268.469.790.050;5.809.222.842.920.980
Bogotá;2020;10;17;10;10;7;31;15;4;5.242.954.698.864.650;42.216.804.755.932.100
Santa Marta;2021;4;13;9;9;9;32;20;4;2.529.837.687.464.250;21.863.546.557.649.900
Medellín;2019;7;13;16;12;5;36;14;2;4.374.924.906.330.250;4.421.181.285.058.390
Bogotá;2017;6;21;20;6;8;22;11;2;15.542.633.974.211.900;42.419.819.554.005.700
Cali;2024;6;13;10;9;6;27;13;2;3.812.251.775.885.820;5.949.570.815.379.670
Cali;2017;5;14;17;9;11;27;17;1;3.556.889.191.368.980;299.606.142.191.157
Barranquilla;2020;11;19;9;9;7;33;11;1;33.131.889.838.988.100;9.648.130.625.002.250
Bucaramanga;2015;8;25;11;10;11;32;6;2;37.383.077.928.818.100;2.539.697.314.719.080
Santa Marta;2022;9;21;9;19;10;24;12;0;6.734.404.651.519.430;7.487.202.898.683.910
Manizales;2021;12;19;17;5;7;34;6;2;4.026.606.246.686.870;7.048.962.431.906.010
Cúcuta;2021;9;23;19;2;12;23;11;4;48.944.494.248.721.000;1.961.617.935.789.470
Pereira;2020;6;25;23;11;6;27;10;1;7.857.194.096.559.960;52.397.571.126.048.200
Bucaramanga;2017;5;14;11;6;3;35;13;2;7.207.687.971.483.160;367.376.378.789.816
Cúcuta;2023;1;21;12;10;5;32;13;0;4.483.654.956.166.750;32.038.675.932.225.400
Barranquilla;2024;3;14;17;9;13;26;16;1;6.348.989.422.161.310;6.359.631.178.351.200
Bucaramanga;2020;8;13;6;9;6;34;13;1;5.585.504.437.021.540;39.234.113.964.529.400
Manizales;2020;11;19;12;19;9;31;6;2;48.307.261.453.220.200;5.494.568.334.203.260
Medellín;2020;1;20;5;5;5;22;17;2;4.702.275.322.017.850;50.950.106.775.844.200
Bogotá;2020;1;30;17;9;7;35;8;2;3.256.889.276.055.910;2.741.681.008.012.580
Santa Marta;2020;12;22;13;13;10;19;18;1;4.631.467.830.180.730;617.662.179.024.635
Pereira;2018;8;22;13;13;6;36;10;3;429.146.936.594.244;46.384.170.446.447.200
Pereira;2016;11;21;16;13;10;26;12;3;4.623.520.111.557.460;8.079.814.072.711.360
Manizales;2015;7;17;13;15;5;26;13;4;2.817.083.691.744.620;6.904.209.494.298.230
Cúcuta;2022;2;22;14;7;9;36;12;2;3.611.194.803.122.000;5.807.386.732.783.410
Cúcuta;2019;6;17;24;8;8;26;12;2;44.144.906.195.736.400;5.821.495.446.751.390
Cali;2017;9;16;10;7;7;31;9;3;6.968.211.144.298.180;6.527.100.890.536.250
Bogotá;2023;8;11;14;13;8;28;6;5;6.484.412.216.278.980;6.846.706.132.560.950
Cúcuta;2017;6;13;12;8;7;34;11;1;32.410.977.261.778.700;8.287.012.562.061.310
Bogotá;2019;2;24;12;8;8;32;13;2;6.310.093.336.433.790;6.681.249.968.682.940
Bogotá;2016;11;21;15;9;17;32;8;3;8.564.178.063.532.470;7.632.766.608.497.240
Cartagena;2020;3;22;16;9;8;18;18;0;538.873.400.788.479;4.492.207.820.230.900
Medellín;2023;3;16;17;19;4;32;8;2;6.913.646.070.084.220;40.603.280.888.042.300
Medellín;2015;9;13;9;16;8;31;9;3;39.510.822.006.990.300;5.460.436.678.019.360
Cartagena;2017;9;15;15;10;5;34;10;0;34.947.134.633.003.200;40.303.584.419.304.100
Manizales;2024;5;18;16;11;8;21;14;2;4.528.468.285.382.220;7.113.327.134.044.060
Bucaramanga;2015;11;16;9;12;10;26;12;3;6.402.146.202.813.600;10.425.229.000.803.900
Cartagena;2019;5;12;12;18;4;29;11;2;3.084.448.630.014.270;43.350.570.814.627.900
Cali;2019;8;19;19;8;11;36;11;1;3.869.821.320.478.490;44.321.107.774.592.200
Cúcuta;2018;3;18;13;10;7;34;12;0;3.060.893.075.769.090;6.915.923.501.108.920
Pereira;2019;9;16;18;9;5;25;13;1;49.342.289.614.851.400;10.668.537.815.519.600
Cali;2022;5;22;13;12;8;33;16;2;6.789.477.385.562.130;6.120.520.503.910.190
Manizales;2022;9;17;12;11;8;24;13;7;5.270.763.446.840.270;5.743.672.259.726.400
Cali;2020;10;20;9;9;14;36;12;2;4.842.226.731.384.700;7.077.316.885.082.250
Bucaramanga;2018;9;23;21;11;7;30;12;2;4.462.363.488.315.620;3.246.005.360.716.790
Cali;2018;12;16;14;15;12;26;12;0;34.504.430.398.621.100;3.797.215.854.766.870
Pereira;2019;12;18;11;2;8;27;18;2;454.779.482.039.797;4.756.085.183.671.430
Cali;2019;11;19;11;12;7;31;15;2;3.838.054.480.260.740;3.596.514.473.739.640
Cartagena;2016;4;21;22;8;10;29;11;1;56.244.521.842.597.700;3.446.920.482.360.050
Cali;2020;2;17;14;6;9;19;7;6;52.487.123.150.183.900;104.167.751.694.103
Pereira;2021;7;26;18;10;8;19;18;3;38.740.131.757.016.400;9.470.303.600.657.060
Santa Marta;2017;1;23;14;7;11;22;12;1;50.215.198.500.391.200;4.770.390.084.680.300
Cúcuta;2024;7;24;17;14;7;34;12;2;37.948.937.081.307.800;4.487.084.231.921.770
Bucaramanga;2018;1;19;8;14;6;36;13;4;2.446.093.383.898.360;4.820.198.882.356.920
Santa Marta;2023;5;19;18;12;12;25;13;2;42.490.547.421.107.200;10.261.107.451.267.400
Barranquilla;2018;1;24;13;16;12;27;11;2;43.635.423.839.133.300;2.665.418.974.533.540
Santa Marta;2024;8;20;14;10;8;29;11;0;55.426.515.783.491.400;34.993.229.091.870.700
Barranquilla;2021;1;12;13;11;8;27;11;1;7.911.597.827.135.360;27.887.190.994.289.800
Cartagena;2016;6;18;11;9;9;31;15;1;7.359.836.962.625.760;3.679.137.089.256.010
Cali;2019;1;19;18;6;8;28;16;3;4.328.882.381.631.060;8.268.171.867.993.760
Barranquilla;2020;2;19;22;7;6;28;8;0;3.733.045.908.974.590;9.088.926.794.711.260
Barranquilla;2016;4;16;14;7;10;37;10;1;683.288.066.643.316;3.514.546.934.992.390
Bogotá;2015;12;22;13;14;5;27;13;2;3.869.829.298.941.170;5.477.612.149.101.770
Bogotá;2023;8;19;17;8;3;34;10;0;2.697.454.055.840.020;8.344.417.468.532.680
Cúcuta;2021;3;19;17;12;9;31;15;1;23.118.875.172.962.600;7.157.161.846.390.530
Cali;2022;8;17;13;8;7;26;6;3;7.070.568.533.323.600;6.035.115.425.844.820
Cartagena;2019;7;20;15;10;8;24;15;1;13.628.475.177.662.000;476.130.728.187.851
Medellín;2019;12;21;12;13;13;38;14;3;50.125.125.049.489.000;47.378.880.742.625.200
Bogotá;2015;6;18;25;11;5;31;18;3;43.086.285.816.627.800;5.806.787.267.192.920
Manizales;2017;10;15;13;9;5;30;11;3;4.711.175.792.734.750;5.230.519.104.508.950
Santa Marta;2021;1;20;10;4;8;36;9;2;7.020.610.632.887.480;3.475.127.510.880.830
Cúcuta;2024;6;13;17;12;10;21;11;3;4.219.789.444.324.670;40.420.928.436.417.700
Barranquilla;2023;6;20;11;7;6;29;15;4;43.660.964.943.940.500;9.617.082.478.676.500
Barranquilla;2022;10;16;19;10;10;27;11;1;3.966.197.372.118.920;5.087.104.176.880.920
Cali;2019;8;23;15;18;9;30;13;3;36.925.360.924.171.200;5.801.095.258.400.690
Cali;2017;11;20;13;11;12;41;12;1;4.257.300.554.681.520;5.203.048.275.434.630
Medellín;2023;6;23;13;11;12;26;12;3;5.910.788.133.402.890;575.041.833.452.368
Cali;2018;2;18;13;13;7;37;11;3;4.249.298.700.506.420;14.565.158.849.023.900
Cartagena;2023;10;15;16;9;8;31;11;0;4.368.318.808.260.280;5.427.741.643.124.060
Pereira;2017;3;22;15;11;13;26;10;1;23.197.731.837.458.100;3.841.129.393.048.160
Pereira;2021;2;18;17;6;11;32;11;0;62.424.843.963.608.000;8.598.474.187.256.980
Cartagena;2015;3;23;18;9;5;28;11;1;29.559.794.390.051.200;6.100.537.804.483.260
Bogotá;2024;1;27;21;10;9;30;11;3;5.351.543.423.431.680;5.536.623.815.574.080
Santa Marta;2019;7;24;14;10;10;32;10;0;53.232.836.516.656.800;5.521.083.743.047.550
Medellín;2023;5;25;18;10;5;34;19;0;10.519.549.839.231.300;6.838.795.700.540.510
Pereira;2023;9;20;20;6;15;28;8;0;3.916.356.385.343.030;23.923.329.350.933.200
Santa Marta;2020;7;25;20;6;9;28;11;1;6.979.482.299.580.210;5.184.791.540.529.950
Cúcuta;2020;1;25;14;9;6;32;8;4;4.787.662.767.185.490;6.446.860.397.334.610
Manizales;2017;1;19;7;7;10;34;18;3;3.742.747.409.009.030;43.415.917.498.419.700
Cúcuta;2023;2;13;15;10;7;31;7;3;4.665.502.342.743.340;4.445.392.446.075.870
Cúcuta;2015;7;23;16;13;8;28;13;3;2.394.657.287.848.080;51.998.931.833.548.200
Bucaramanga;2021;7;14;17;8;8;22;12;4;45.966.483.471.447.800;2.499.970.793.985.550
Bucaramanga;2017;9;15;11;11;10;30;31;1;30.148.580.526.083.500;6.589.523.700.104.220
Manizales;2016;3;29;12;9;8;18;6;2;665.469.504.255.472;28.278.184.121.709.200
Bogotá;2019;3;18;13;13;9;29;6;2;49.167.091.060.829.600;4.183.098.570.030.900
Cúcuta;2019;8;11;20;6;11;33;15;0;4.247.835.634.211.040;43.061.882.190.593.400
Bogotá;2016;6;29;16;10;7;24;10;4;5.957.339.703.202.210;5.608.118.569.270.480
Pereira;2022;3;25;7;5;6;21;8;2;19.886.413.218.726.600;8.337.002.899.799.660
Santa Marta;2016;8;18;13;9;5;22;13;3;4.479.873.233.553.160;6.155.889.910.114.180
Medellín;2022;3;20;19;13;4;21;13;4;6.861.167.910.713.990;343.882.394.321.644
Santa Marta;2020;6;18;15;9;10;41;13;2;4.998.112.149.672.880;25.946.752.930.811.400
Manizales;2024;1;20;16;9;10;27;12;4;446.234.855.223.392;5.860.999.087.882.370
Cartagena;2018;4;21;12;15;8;21;6;2;4.430.275.389.431.980;3.281.251.948.889.860
Pereira;2017;6;27;20;6;8;37;10;3;16.270.214.772.412.100;6.911.052.206.875.200
Santa Marta;2023;5;14;20;18;6;33;20;1;1.970.580.690.574.640;6.260.016.097.725.380
Manizales;2020;4;22;5;9;7;26;7;1;30.070.295.567.241.600;5.465.241.669.277.660
Pereira;2019;10;17;15;10;15;30;24;2;4.549.540.410.012.370;26.844.087.407.475.700
Medellín;2024;1;18;9;5;8;25;12;1;33.148.434.656.449.500;10.661.726.248.760.200
Santa Marta;2017;4;20;15;10;12;26;16;6;3.893.004.059.463.140;3.382.448.861.807.400
Cúcuta;2017;1;18;16;14;7;36;11;1;799.416.315.580.149;65.338.465.884.778
Bucaramanga;2020;11;18;11;8;6;38;15;3;702.570.444.022.615;25.387.863.645.495.000
Bucaramanga;2024;10;26;18;8;9;32;11;3;2.687.646.057.187.100;722.265.129.579.705
Bucaramanga;2018;4;22;8;12;11;38;9;2;6.435.663.812.261.760;4.634.927.063.138.720
Bogotá;2018;3;19;7;14;9;32;12;5;6.254.571.763.203.540;51.034.579.222.637.200
Manizales;2022;7;15;19;8;6;27;8;1;6.523.710.258.021.700;4.269.522.879.222.110
Medellín;2016;11;23;16;13;11;24;15;3;4.482.602.355.451.340;8.443.313.973.502.200
Medellín;2020;6;29;9;16;10;27;7;5;541.378.220.187.232;6.601.080.317.483.430
Cartagena;2023;6;26;17;10;13;36;12;3;38.383.471.498.512.000;40.554.410.225.329.000
Bucaramanga;2017;10;21;20;11;8;26;11;4;2.294.082.181.851.070;3.905.673.618.645.320
Bogotá;2019;11;18;14;8;6;34;9;0;780.445.356.257.868;6.536.409.197.972.830
Bogotá;2021;3;19;10;9;2;33;6;5;5.744.232.741.041.550;9.715.811.860.019.370
Bogotá;2015;6;20;18;8;13;39;19;1;6.347.416.481.869.210;4.686.857.873.128.700
Manizales;2022;12;25;22;7;8;25;12;1;7.971.487.811.252.040;621.368.980.177.371
Bogotá;2020;3;20;11;6;5;26;9;0;49.658.125.834.868;7.266.105.209.748.590
Cúcuta;2018;7;14;17;10;9;26;6;0;24.135.818.761.549.600;4.931.885.157.076.430
Cali;2020;2;30;12;10;7;25;10;4;31.425.529.639.067.400;5.072.081.040.541.160
Santa Marta;2016;9;17;14;13;3;24;10;2;4.060.944.103.784.500;3.689.805.009.676.220
Medellín;2018;10;11;13;9;12;24;16;1;344.548.488.465.214;5.577.530.214.707.120
Bucaramanga;2022;2;27;17;12;7;25;18;0;3.327.315.816.415.290;384.085.803.146.767
Medellín;2018;1;26;16;13;7;42;8;2;3.861.926.027.484.010;34.881.596.181.886.800
Cartagena;2019;4;20;20;20;6;30;17;2;6.877.488.310.263.160;2.769.949.251.079.980
Cartagena;2016;8;17;9;17;8;24;8;0;39.397.797.547.109.400;5.113.027.921.456.760
Cúcuta;2017;7;20;18;10;6;28;15;1;55.283.502.068.754.400;34.059.527.749.864.700
Barranquilla;2017;6;16;13;7;10;40;12;1;5.038.998.984.301.180;5.635.355.931.264.600
Pereira;2016;10;20;17;7;7;36;8;1;3.927.764.667.738.150;6.928.216.602.036.340
Manizales;2022;12;23;20;3;7;26;17;4;24.337.237.121.670.600;3.250.353.600.124.590
Manizales;2017;7;16;15;11;6;34;12;1;45.357.950.028.093.600;6.204.166.435.447.650
Bogotá;2015;4;14;9;5;4;32;5;0;4.353.439.120.878.220;5.603.556.528.288.730
Bucaramanga;2016;8;19;13;3;4;30;12;3;4.843.082.457.863.270;7.044.236.681.198.940
Bucaramanga;2022;12;25;14;14;5;29;10;5;5.536.750.057.092.290;5.464.045.176.687.570
Santa Marta;2015;4;9;12;10;8;37;6;4;15.334.247.283.740.400;4.707.673.098.530.950
Pereira;2015;10;26;10;19;9;16;15;0;422.702.245.491.366;7.306.529.212.208.300
Bucaramanga;2015;8;16;11;6;8;20;8;0;25.418.430.346.494.800;5.912.420.854.674.550
Pereira;2024;11;20;6;5;8;32;12;1;39.814.093.191.803.400;6.500.336.869.993.450
Bucaramanga;2022;5;19;19;8;4;34;9;3;734.554.285.531.737;5.715.421.982.603.880
Pereira;2020;9;16;15;11;4;34;15;2;7.386.195.328.165.700;25.338.685.864.094.400
Cartagena;2021;7;16;15;10;5;24;14;3;6.687.764.467.864.140;1.621.041.133.353.650
Cúcuta;2018;10;21;11;8;6;36;9;0;33.539.268.811.886.300;3.125.859.755.170.100
Barranquilla;2022;10;20;16;11;9;25;5;0;3.827.914.923.414.720;3.914.583.440.235.360
Bucaramanga;2016;6;17;14;15;8;31;12;3;6.779.364.818.824.140;9.815.050.158.364.720
Medellín;2023;2;14;13;9;5;26;17;1;5.164.872.925.245.880;25.887.163.225.361.100
Cali;2018;6;17;13;10;6;35;21;2;350.632.969.389.613;6.412.713.592.814.680
Barranquilla;2015;12;20;16;8;8;34;6;1;7.067.169.604.674.140;26.364.961.501.364.800
Cali;2016;1;14;13;15;7;43;14;1;4.465.140.286.424.630;5.772.610.131.402.680
Manizales;2022;2;16;12;12;8;33;14;2;5.082.076.730.840.790;4.363.230.767.420.200
Cúcuta;2023;5;16;14;5;13;27;8;0;16.707.520.335.299.300;20.146.347.271.717.500
Bucaramanga;2019;7;18;13;2;3;41;10;2;5.080.712.283.436.010;5.166.839.079.671.610
Cali;2018;1;18;19;9;10;36;11;4;28.826.903.488.138.600;5.775.315.481.940.870
Cúcuta;2024;2;21;25;6;11;31;11;1;5.077.981.109.747.370;8.207.912.886.738.090
Bogotá;2021;4;22;19;5;7;27;13;2;4.735.343.705.763.770;6.386.568.450.877.210
Cartagena;2016;9;17;14;12;8;28;5;6;3.679.892.785.736.510;5.358.693.507.845.510
Santa Marta;2021;8;28;13;7;3;23;9;1;5.342.001.707.351.160;100000.0
Santa Marta;2023;10;24;13;6;7;35;6;1;5.475.119.871.593.190;612.018.111.920.369
Cartagena;2016;9;22;13;11;7;25;9;2;4.520.663.829.901.870;25.121.221.458.607.900
Medellín;2022;4;18;17;7;3;39;13;1;3.707.616.614.340.010;4.142.112.804.925.240
Cartagena;2020;11;23;15;13;9;30;12;3;381.539.333.356.213;3.200.531.013.968.640
Bogotá;2020;7;21;21;7;9;28;12;2;5.938.537.218.929.940;4.934.208.546.890.450
Bogotá;2018;11;17;13;13;17;31;8;3;3.778.862.364.779.080;4.393.751.458.823.730
Barranquilla;2023;3;21;19;9;9;28;13;2;6.820.402.724.195.440;4.718.166.479.781.460
Bucaramanga;2022;12;17;10;16;5;34;14;2;3.064.507.325.850.240;5.525.438.059.907.970
Medellín;2021;8;16;17;10;7;29;12;1;7.889.440.867.905.940;6.018.842.516.123.700
Cartagena;2019;12;30;19;5;12;34;16;2;25.372.482.439.354.800;6.003.666.061.603.510
Santa Marta;2019;7;26;7;7;5;29;8;6;45.664.904.054.094.800;5.559.317.005.797.770
Cartagena;2016;8;18;22;5;7;36;12;4;1.607.345.445.232.250;4.278.415.935.114.240
Cali;2019;9;13;12;10;14;32;12;1;49.219.279.453.640.000;40.847.444.636.773.700
Barranquilla;2017;6;18;19;12;3;29;18;1;3.082.213.574.734.710;6.044.071.582.136.210
Medellín;2021;4;16;14;15;8;25;12;3;2.064.817.044.337.100;4.708.863.590.534.900
Manizales;2023;12;21;22;8;8;25;10;0;4.155.185.099.822.810;5.524.911.914.593.930
Cali;2024;3;14;19;10;7;24;10;1;12.094.667.417.082.700;733.766.507.517.761
Bucaramanga;2020;3;25;16;9;9;30;10;3;5.162.445.831.730.470;2.709.645.451.500.650
Cúcuta;2024;11;29;12;8;4;30;15;1;2.877.639.575.616.100;4.802.520.566.006.290
Manizales;2021;11;17;12;6;6;33;8;1;32.715.450.349.176.300;5.764.692.950.794.000
Barranquilla;2021;11;27;14;4;8;21;14;3;50.414.016.576.921.500;42.588.316.364.501.600
Medellín;2021;6;15;18;9;7;38;13;3;4.969.177.922.516.750;580.278.299.693.719
Manizales;2018;8;15;14;7;6;29;12;2;6.959.676.800.316.840;5.861.226.443.523.310
Pereira;2020;8;20;7;13;9;39;14;1;7.087.799.368.874.760;1.466.528.312.037.670
Cali;2021;11;20;13;11;4;28;20;3;5.827.310.457.506.180;49.518.119.306.205.000
Manizales;2024;8;20;19;11;9;25;12;4;414.278.585.117.613;7.425.389.949.035.840
Bogotá;2018;9;15;13;12;3;30;14;4;476.914.909.931.832;5.606.435.730.824.260
Pereira;2023;1;20;7;10;8;36;12;1;51.558.153.322.071.300;6.949.512.054.671.560
Manizales;2023;7;21;13;16;10;17;10;2;6.743.395.840.642.450;5.417.584.142.753.610
Bucaramanga;2018;10;27;13;5;10;39;12;3;2.653.972.325.803.620;2.426.541.682.165.910
Cali;2022;9;21;19;6;8;35;8;4;20.663.275.001.013.100;6.163.862.877.268.340
Barranquilla;2022;11;16;17;7;5;38;20;1;4.419.413.664.837.130;5.911.295.605.614.800
Pereira;2016;2;18;14;13;10;29;12;2;3.624.466.193.570.610;42.625.263.872.600.400
Bogotá;2020;4;13;14;9;7;30;11;1;35.533.025.341.213.200;5.109.263.975.406.420
Medellín;2023;6;15;9;8;9;28;13;1;6.394.599.638.644.100;3.312.121.827.754.390
Bogotá;2022;4;18;10;12;5;25;10;3;6.953.269.088.997.030;40.364.748.792.188.500
Barranquilla;2015;9;27;15;7;3;32;9;3;5.961.769.994.970.990;37.015.026.306.631.500
Bucaramanga;2019;10;23;12;9;7;28;13;2;3.074.633.751.525.400;47.071.328.056.993.000
Cartagena;2019;12;19;10;8;7;32;11;2;5.458.729.977.358.770;6.553.168.016.371.450
Bucaramanga;2023;12;15;20;5;11;34;9;2;30.594.528.558.832.100;5.416.812.323.911.680
Medellín;2016;12;20;14;7;10;29;14;2;2.624.469.337.404.060;2.938.086.622.852.290
Cartagena;2019;1;27;18;9;14;32;9;2;5.787.902.961.505.480;4.094.188.366.668.590
Bogotá;2015;9;10;14;13;9;34;6;1;3.930.362.625.598.370;7.106.458.361.307.550
Bucaramanga;2022;10;23;10;13;8;30;12;2;492.817.890.176.161;2.761.474.576.101.490
Barranquilla;2022;1;22;17;12;13;30;10;0;7.593.460.220.217.710;5.412.642.828.037.880
Santa Marta;2016;1;18;20;12;12;32;9;2;7.879.150.959.031.770;3.712.347.781.732.500
Cúcuta;2024;5;16;16;12;7;17;10;3;57.867.190.539.266.400;693.908.122.526.545
Cali;2015;1;19;5;12;5;29;13;5;530.370.639.237.523;7.435.350.181.049.900
Cali;2017;10;30;18;12;5;29;11;2;5.270.147.354.809.270;4.588.065.789.770.620
Cúcuta;2023;9;23;16;13;10;41;15;1;57.908.756.678.362.000;3.010.969.235.303.020
Barranquilla;2021;6;21;14;7;11;37;9;2;5.083.791.323.150.220;342.184.590.243.276
Manizales;2021;9;20;19;9;15;30;12;4;5.147.621.472.623.420;6.849.774.377.846.690
Santa Marta;2024;5;27;10;12;14;28;16;3;49.142.477.996.293.300;3.284.643.862.052.560
Medellín;2018;6;17;10;8;6;26;8;0;37.665.076.174.572.800;3.646.052.744.325.560
